,Authors,Title,Source title,Year,Affiliations,Authors with affiliations,Author Keywords
1209,Lei P.;,Non-Hermitian linear response theory and its applications; [非厄米线性响应理论及其应用],Wuli Xuebao/Acta Physica Sinica,2022,"Institute for Advanced Study, Tsinghua University, Beijing, 100084, China","Lei P., Institute for Advanced Study, Tsinghua University, Beijing, 100084, China;",linear response theory; non-Hermitian; quantum many-body systems; time-reversal symmetry
1210,Zhang J.; Zhang M.; Guo Y.; Pang Y.; Wang X.; Li L.; Zheng F.;,Method of preparing macrophage-targeting nanobody 68Ga-NOTA-Nb119 as PET molecular probe; [靶向巨噬细胞的纳米抗体PET分子探针68Ga-NOTA-Nb119的制备方法],Journal of Xi'an Jiaotong University (Medical Sciences),2022,"Department of Biochemistry and Molecular Biology, School of Basic Medical Science, Key Laboratory of Environment and Genes Related to Disease of Ministry of Education, Xi'an Jiaotong University Health Science Center, Xi'an, 710061, China; Department of Nuclear Medicine, Xijing Hospital of air Military Medical University, Xi'an, 710032, China","Zhang J., Department of Biochemistry and Molecular Biology, School of Basic Medical Science, Key Laboratory of Environment and Genes Related to Disease of Ministry of Education, Xi'an Jiaotong University Health Science Center, Xi'an, 710061, China; Zhang M., Department of Nuclear Medicine, Xijing Hospital of air Military Medical University, Xi'an, 710032, China; Guo Y., Department of Biochemistry and Molecular Biology, School of Basic Medical Science, Key Laboratory of Environment and Genes Related to Disease of Ministry of Education, Xi'an Jiaotong University Health Science Center, Xi'an, 710061, China; Pang Y., Department of Biochemistry and Molecular Biology, School of Basic Medical Science, Key Laboratory of Environment and Genes Related to Disease of Ministry of Education, Xi'an Jiaotong University Health Science Center, Xi'an, 710061, China; Wang X., Department of Biochemistry and Molecular Biology, School of Basic Medical Science, Key Laboratory of Environment and Genes Related to Disease of Ministry of Education, Xi'an Jiaotong University Health Science Center, Xi'an, 710061, China; Li L., Department of Biochemistry and Molecular Biology, School of Basic Medical Science, Key Laboratory of Environment and Genes Related to Disease of Ministry of Education, Xi'an Jiaotong University Health Science Center, Xi'an, 710061, China; Zheng F., Department of Biochemistry and Molecular Biology, School of Basic Medical Science, Key Laboratory of Environment and Genes Related to Disease of Ministry of Education, Xi'an Jiaotong University Health Science Center, Xi'an, 710061, China;",<sup>68</sup>Ga labeling; Nanobody; NOTA; Positron emission computed tomography (PET); Radio-HPLC
1211,Chen Q.; Liu C.; Zhao G.; Chen C.; Zhuo W.;,Measurement and sampling techniques verification for an online gaseous tritium monitoring method,Journal of Instrumentation,2022,"Institute of Modern Physics, Fudan University, Shanghai, 200433, China; Key Laboratory of Nuclear Physics & Ion-beam Application (MOE), Fudan University, Shanghai, 200433, China; State Environmental Protection Key Laboratory of Radiation Environmental Monitoring, Radiation Monitoring Technical Center, Ministry of Ecology and Environment, Hangzhou, 310012, China; Southwestern Institute of Physics, Chengdu, 610041, China","Chen Q., Institute of Modern Physics, Fudan University, Shanghai, 200433, China, Key Laboratory of Nuclear Physics & Ion-beam Application (MOE), Fudan University, Shanghai, 200433, China, State Environmental Protection Key Laboratory of Radiation Environmental Monitoring, Radiation Monitoring Technical Center, Ministry of Ecology and Environment, Hangzhou, 310012, China; Liu C., State Environmental Protection Key Laboratory of Radiation Environmental Monitoring, Radiation Monitoring Technical Center, Ministry of Ecology and Environment, Hangzhou, 310012, China; Zhao G., Southwestern Institute of Physics, Chengdu, 610041, China; Chen C., Institute of Modern Physics, Fudan University, Shanghai, 200433, China, Key Laboratory of Nuclear Physics & Ion-beam Application (MOE), Fudan University, Shanghai, 200433, China; Zhuo W., Key Laboratory of Nuclear Physics & Ion-beam Application (MOE), Fudan University, Shanghai, 200433, China;",Large detector systems for particle and astroparticle physics; Radiation monitoring
1212,Xiao X.; Zhan F.; Kong W.; Fan J.; Wang R.; Wu X.;,Time-reversal symmetry broken quantum spin Hall phase in the van der Waals heterostructure ZrTe5/Cr2Ge2Te6,New Journal of Physics,2022,"Institute for Structure and Function, Department of Physics, Chongqing University, Chongqing, 401331, China; Center for Computational Science and Engineering, Southern University of Science and Technology, Shenzhen, 518055, China; Chongqing Key Laboratory for Strongly Coupled Physics, Chongqing, 401331, China; Center of Quantum Materials and devices, Chongqing University, Chongqing, 401331, China","Xiao X., Institute for Structure and Function, Department of Physics, Chongqing University, Chongqing, 401331, China; Zhan F., Institute for Structure and Function, Department of Physics, Chongqing University, Chongqing, 401331, China; Kong W., Institute for Structure and Function, Department of Physics, Chongqing University, Chongqing, 401331, China; Fan J., Center for Computational Science and Engineering, Southern University of Science and Technology, Shenzhen, 518055, China; Wang R., Institute for Structure and Function, Department of Physics, Chongqing University, Chongqing, 401331, China, Chongqing Key Laboratory for Strongly Coupled Physics, Chongqing, 401331, China, Center of Quantum Materials and devices, Chongqing University, Chongqing, 401331, China; Wu X., Institute for Structure and Function, Department of Physics, Chongqing University, Chongqing, 401331, China, Chongqing Key Laboratory for Strongly Coupled Physics, Chongqing, 401331, China;",realistic material; time-reversal symmetry broken; topological phase
1213,Bianfei S.; Fang L.; Zhongzheng X.; Yuanyuan Z.; Tian Y.; Tao H.; Jiachun M.; Xiran W.; Siting Y.; Lei L.;,Application of Cherenkov radiation in tumor imaging and treatment,Future Oncology,2022,"Department of Head and Neck Oncology, West China Hospital, Sichuan University, Chengdu, China; Department of Radiation Oncology, Henan Cancer Hospital, Affiliated Cancer Hospital of Zhengzhou University, Henan, Zhengzhou, China","Bianfei S., Department of Head and Neck Oncology, West China Hospital, Sichuan University, Chengdu, China; Fang L., Department of Head and Neck Oncology, West China Hospital, Sichuan University, Chengdu, China, Department of Radiation Oncology, Henan Cancer Hospital, Affiliated Cancer Hospital of Zhengzhou University, Henan, Zhengzhou, China; Zhongzheng X., Department of Head and Neck Oncology, West China Hospital, Sichuan University, Chengdu, China; Yuanyuan Z., Department of Head and Neck Oncology, West China Hospital, Sichuan University, Chengdu, China; Tian Y., Department of Head and Neck Oncology, West China Hospital, Sichuan University, Chengdu, China; Tao H., Department of Head and Neck Oncology, West China Hospital, Sichuan University, Chengdu, China; Jiachun M., Department of Head and Neck Oncology, West China Hospital, Sichuan University, Chengdu, China; Xiran W., Department of Head and Neck Oncology, West China Hospital, Sichuan University, Chengdu, China; Siting Y., Department of Head and Neck Oncology, West China Hospital, Sichuan University, Chengdu, China; Lei L., Department of Head and Neck Oncology, West China Hospital, Sichuan University, Chengdu, China;",Cherenkov radiation; CR imaging; CR-PDT; nanomedicine; radioisotope; radiotherapy monitoring; SCIFI; tumor
1214,Fu W.-J.;,QCD at finite temperature and density within the fRG approach: an overview,Communications in Theoretical Physics,2022,"School of Physics, Dalian University of Technology, Dalian, 116024, China","Fu W.-J., School of Physics, Dalian University of Technology, Dalian, 116024, China;",chiral phase transition; functional renormalization group; QCD phase diagram; QCD phase transition
1215,Zhang Z.-H.;,Potential pollution of the K π-puzzle by the isospin-breaking π 0-η-η' mixing effect *,Chinese Physics C,2022,"College of Nuclear Science and Technology, University of South China, Hengyang, 421001, China","Zhang Z.-H., College of Nuclear Science and Technology, University of South China, Hengyang, 421001, China;",B meson decay; CP violation; Kπ puzzle
1216, Cui X.; Dong Y.; Liu X.; Tang Z.; Wang R.; Wang Z.; Xu M.; Zhang L.;,Development of the photo-diode subsystem for the HERD calorimeter double-readout,Journal of Instrumentation,2022,"Department of Physics and Astronomy, University of Florence, Sesto Fiorentino, Florence, I-50019, Italy; INFN, Sezione di Firenze, Sesto Fiorentino, Florence, I-50019, Italy; INFN, Sezione di Trieste, Padriciano 99, Trieste, I-34149, Italy; INFN Pisa, Largo B. Pontecorvo, 3, Pisa, 56127, Italy; Department of Physical Sciences, Earth and Environment, University of Siena, Siena, I-53100, Italy; IFAC (CNR), via Madonna del Piano 10, Sesto Fiorentino, Firenze, I-50019, Italy; Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT), Madrid, E-28040, Spain; Key Laboratory of Particle and Astrophysics, Chinese Academy of Sciences, Beijing, China; Department of Physical and Chemical Sciences, University of l'Aquila, Via Vetoio, Coppito, L'AQUILA, 67100, Italy"," Cui X., Key Laboratory of Particle and Astrophysics, Chinese Academy of Sciences, Beijing, China; Dong Y., Key Laboratory of Particle and Astrophysics, Chinese Academy of Sciences, Beijing, China; Liu X., Key Laboratory of Particle and Astrophysics, Chinese Academy of Sciences, Beijing, China; Tang Z., Key Laboratory of Particle and Astrophysics, Chinese Academy of Sciences, Beijing, China; Wang R., Key Laboratory of Particle and Astrophysics, Chinese Academy of Sciences, Beijing, China; Wang Z., Key Laboratory of Particle and Astrophysics, Chinese Academy of Sciences, Beijing, China; Xu M., Key Laboratory of Particle and Astrophysics, Chinese Academy of Sciences, Beijing, China; Zhang L., Key Laboratory of Particle and Astrophysics, Chinese Academy of Sciences, Beijing, China;",Calorimeters; Electronic detector readout concepts (solid-state); Large detector systems for particle and astroparticle physics
1217,Chen Y.; Li D.; Huang M.;,The dynamical holographic QCD method for hadron physics and QCD matter,Communications in Theoretical Physics,2022,"School of Nuclear Science and Technology, University of Chinese Academy of Sciences, Beijing, 100049, China; Department of Physics, Siyuan Laboratory, Jinan University, Guangzhou, 510632, China","Chen Y., School of Nuclear Science and Technology, University of Chinese Academy of Sciences, Beijing, 100049, China; Li D., Department of Physics, Siyuan Laboratory, Jinan University, Guangzhou, 510632, China; Huang M., School of Nuclear Science and Technology, University of Chinese Academy of Sciences, Beijing, 100049, China;",gauge/gravity duality; hadron physics; holographic QCD; QCD matter
1218,Wang L.; Yang J.M.; Zhang Y.;,Two-Higgs-doublet models in light of current experiments: a brief review,Communications in Theoretical Physics,2022,"Department of Physics, Yantai University, Yantai, 264005, China; CAS Key Laboratory of Theoretical Physics, Institute of Theoretical Physics, Chinese Academy of Sciences, Beijing, 100190, China; School of Physical Science, University of Chinese Academy of Sciences, Beijing, 100049, China; School of Physics and Microelectronics, Zhengzhou University, ZhengZhou, 450001, China","Wang L., Department of Physics, Yantai University, Yantai, 264005, China; Yang J.M., CAS Key Laboratory of Theoretical Physics, Institute of Theoretical Physics, Chinese Academy of Sciences, Beijing, 100190, China, School of Physical Science, University of Chinese Academy of Sciences, Beijing, 100049, China; Zhang Y., School of Physics and Microelectronics, Zhengzhou University, ZhengZhou, 450001, China;",dark matter; LHC; muon anomalous magnetic moment; two-Higgs-doublet model
1219,Sun C.-F.; Tan Z.-H.; Shen C.; Mao X.-Y.; Ge C.-C.; Gao Y.; Hu C.-H.;,Distribution Characteristics of Colorectal Peritoneal Carcinomatosis Based on the Positron Emission Tomography/Peritoneal Cancer Index,Cancer Biotherapy and Radiopharmaceuticals,2022,"Department of Radiology, First Affiliated Hospital of Soochow University, Suzhou, China; Department of Nuclear Medicine, Affiliated Hospital of Nantong University, Nantong, China; Department of Gastrointestinal Surgery, Affiliated Hospital of Nantong University, Nantong, China; Institute of Medical Imaging, Soochow University, Suzhou, China","Sun C.-F., Department of Radiology, First Affiliated Hospital of Soochow University, Suzhou, China, Department of Nuclear Medicine, Affiliated Hospital of Nantong University, Nantong, China; Tan Z.-H., Department of Nuclear Medicine, Affiliated Hospital of Nantong University, Nantong, China; Shen C., Department of Gastrointestinal Surgery, Affiliated Hospital of Nantong University, Nantong, China; Mao X.-Y., Department of Nuclear Medicine, Affiliated Hospital of Nantong University, Nantong, China; Ge C.-C., Department of Nuclear Medicine, Affiliated Hospital of Nantong University, Nantong, China; Gao Y., Department of Nuclear Medicine, Affiliated Hospital of Nantong University, Nantong, China; Hu C.-H., Department of Radiology, First Affiliated Hospital of Soochow University, Suzhou, China, Institute of Medical Imaging, Soochow University, Suzhou, China;",<sup>18</sup>F-fluorodeoxyglucose; colorectal cancer; peritoneal cancer index; peritoneal carcinomatosis; positron emission tomography/computed tomography (PET/CT)
1220,Zhou P.-X.; Zhang S.-X.;,Functional lung imaging in thoracic tumor radiotherapy: Application and progress,Frontiers in Oncology,2022,"Radiotherapy Center, Affiliated Cancer Hospital Institute of Guangzhou Medical University, Guangzhou, China; Department of Oncology, The First People's Hospital of Changde City, Changde, China","Zhou P.-X., Radiotherapy Center, Affiliated Cancer Hospital Institute of Guangzhou Medical University, Guangzhou, China, Department of Oncology, The First People's Hospital of Changde City, Changde, China; Zhang S.-X., Radiotherapy Center, Affiliated Cancer Hospital Institute of Guangzhou Medical University, Guangzhou, China;",four-dimensional CT; functional lung; magnetic resonance imaging (MRI); perfusion (Q); positron emission tomography (PET); radiotherapy; single-photon emission computed tomography (SPECT); ventilation (V)
1221,Huang J.;,Novel brain PET imaging agents: Strategies for imaging neuroinflammation in Alzheimer’s disease and mild cognitive impairment,Frontiers in Immunology,2022,"The First People’s Hospital of Linping District, Linping, China","Huang J., The First People’s Hospital of Linping District, Linping, China;",Alzheimer’s disease; mild cognitive impairment; neuroinflammation; positron emission tomography; review
1222, Bandyopadhyay A.;,Dual QCD thermodynamics at finite temperature and chemical potential,International Journal of Modern Physics A,2022,"Department of Physics, Govt Post Graduate College Berinag Pithoragarh, India; Guangdong Provincial Key Laboratory of Nuclear Science, Institute of Quantum Matter, South China Normal University, Guangzhou, 510006, China; Guangdong-Hong Kong Joint Laboratory of Quantum Matter, Southern Nuclear Science, Computing Center, South China Normal University, Guangzhou, 510006, China; D.S.B. Campus, Kumaun University, Nainital, 263001, India"," Bandyopadhyay A., Guangdong Provincial Key Laboratory of Nuclear Science, Institute of Quantum Matter, South China Normal University, Guangzhou, 510006, China, Guangdong-Hong Kong Joint Laboratory of Quantum Matter, Southern Nuclear Science, Computing Center, South China Normal University, Guangzhou, 510006, China;",confinement; Dual QCD; nonperturbative dynamics; quark-gluon plasma
1223,Li Y.; Chang L.; Chai X.; Liu H.; Yang H.; Xia Y.; Huo L.; Zhang H.; Li N.; Lian X.;,Analysis of thyroid involvement in children and adult Langerhans cell histiocytosis: An underestimated endocrine manifestation,Frontiers in Endocrinology,2022,"Department of Endocrinology, Key Laboratory of Endocrinology of National Health Commission, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; Department of Hematology, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; Department of Ultrasound, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; Department of Nuclear Medicine, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; Department of Clinical Pathology, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China","Li Y., Department of Endocrinology, Key Laboratory of Endocrinology of National Health Commission, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; Chang L., State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China, Department of Hematology, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; Chai X., Department of Endocrinology, Key Laboratory of Endocrinology of National Health Commission, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; Liu H., Department of Endocrinology, Key Laboratory of Endocrinology of National Health Commission, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; Yang H., Department of Endocrinology, Key Laboratory of Endocrinology of National Health Commission, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; Xia Y., State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China, Department of Ultrasound, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; Huo L., State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China, Department of Nuclear Medicine, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; Zhang H., State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China, Department of Clinical Pathology, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; Li N., Department of Endocrinology, Key Laboratory of Endocrinology of National Health Commission, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China; Lian X., Department of Endocrinology, Key Laboratory of Endocrinology of National Health Commission, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China, State Key Laboratory of Complex Severe and Rare Diseases, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China;",18-F-fluorodeoxyglucose positron emission tomography/computed tomography; diabetes insipidus; fine needle aspiration biopsy; Langerhans cell histiocytosis; pathological diagnosis; thyroid involvement; thyroid ultrasonography
1224,Li S.; Wang Y.; Wu M.; Zhu X.;,Spleen-Targeted Glabridin-Loaded Nanoparticles Regulate Polarization of Monocyte/Macrophage (Mo/Mφ) for the Treatment of Cerebral Ischemia-Reperfusion Injury,Advanced Materials,2022,"Department of Neurosurgery, Second Affiliated Hospital of Nanchang University, Nanchang, 330006, China; Department of Neurology, Second Affiliated Hospital of Nanchang University, Nanchang, 330006, China; Departments of Radiology and Medical Physics, University of Wisconsin – Madison, Madison, 53705, WI, United States","Li S., Department of Neurosurgery, Second Affiliated Hospital of Nanchang University, Nanchang, 330006, China; Wang Y., Department of Neurology, Second Affiliated Hospital of Nanchang University, Nanchang, 330006, China; Wu M., Department of Neurosurgery, Second Affiliated Hospital of Nanchang University, Nanchang, 330006, China; Zhu X., Department of Neurosurgery, Second Affiliated Hospital of Nanchang University, Nanchang, 330006, China;",Glabridin; ischemic stroke; macrophage; nanomedicine; positron emission tomography (PET); spleen
1225,Li K.; Li S.; Wu K.;,Relaxation Oscillations and Canard Explosion of a Leslie-Gower Predator-Prey System with Addictive Allee Effect,International Journal of Bifurcation and Chaos,2022,"School of General Education, Hunan University of Information Technology, Changsha, 410151, China; School of Mathematics, Hangzhou Normal University, Hangzhou, 310036, China; School of Mathematics, Guizhou University, Guiyang, 550025, China","Li K., School of General Education, Hunan University of Information Technology, Changsha, 410151, China; Li S., School of Mathematics, Hangzhou Normal University, Hangzhou, 310036, China; Wu K., School of Mathematics, Guizhou University, Guiyang, 550025, China;",Allee effective; geometric singular perturbation theory; Predator-prey system
1226,Jia S.; Dai Z.; Yang Z.; Du Z.; Zhang X.;,Uncertainty quantification of radionuclide migration in fractured granite,Journal of Cleaner Production,2022,"College of Construction Engineering, Jilin University, Changchun, China; Key Laboratory of Groundwater Resources and Environment, Ministry of Education, Jilin University, Changchun, China; Departments of Geology and Environmental Engineering, University of Cincinnati, Cincinnati, OH, United States","Jia S., College of Construction Engineering, Jilin University, Changchun, China, Key Laboratory of Groundwater Resources and Environment, Ministry of Education, Jilin University, Changchun, China; Dai Z., College of Construction Engineering, Jilin University, Changchun, China, Key Laboratory of Groundwater Resources and Environment, Ministry of Education, Jilin University, Changchun, China; Yang Z., College of Construction Engineering, Jilin University, Changchun, China, Key Laboratory of Groundwater Resources and Environment, Ministry of Education, Jilin University, Changchun, China; Du Z., College of Construction Engineering, Jilin University, Changchun, China, Key Laboratory of Groundwater Resources and Environment, Ministry of Education, Jilin University, Changchun, China; Zhang X., College of Construction Engineering, Jilin University, Changchun, China, Key Laboratory of Groundwater Resources and Environment, Ministry of Education, Jilin University, Changchun, China;",Fractured granite; Monte Carlo simulations; Radionuclide migration; Response surface analysis; Uncertainty quantification
1227,Yuan Y.; Huang Z.; Zhang X.; Wei X.;,"Transport model study of transverse momentum distributions of (anti-)deuterons production in Au+Au collisions at (Formula Presented.). =14.5, 62.4, and 200 GeV",Frontiers in Physics,2022,"College of Pharmacy, Guangxi University of Chinese Medicine, Nanning, China; Guangxi Key Laboratory of Nuclear Physics and Nuclear Technology, Guangxi Normal University, Guilin, China","Yuan Y., College of Pharmacy, Guangxi University of Chinese Medicine, Nanning, China, Guangxi Key Laboratory of Nuclear Physics and Nuclear Technology, Guangxi Normal University, Guilin, China; Huang Z., College of Pharmacy, Guangxi University of Chinese Medicine, Nanning, China; Zhang X., College of Pharmacy, Guangxi University of Chinese Medicine, Nanning, China; Wei X., College of Pharmacy, Guangxi University of Chinese Medicine, Nanning, China;",Au+Au collisions; coalescence; heavy-ion collisions; transverse momentum distributions; UrQMD model
1228,Liu X.-L.; Liu S.-Y.; Qiao H.-W.; Song T.-B.; Lu J.; Chan P.;,"Corrigendum to: Diagnostic value of striatal 18F-FP-DTBZ PET in Parkinson's disease, (Front. Aging Neurosci, (2022), 14, (931015), 10.3389/fnagi.2022.931015)",Frontiers in Aging Neuroscience,2022,"Department of Neurology, Xuanwu Hospital, Capital Medical University, Beijing, China; Chinese Institute for Brain Research (CIBR), Beijing, China; CEA, CNRS, Laboratoire des Maladies Neurodégénératives, Université Paris-Saclay, MIRCen, Fontenay-aux-Roses, France; Mental Health PET Radioligand Development (MHPRD) Program, Yale University, New Haven, CT, United States; Department of Radiology and Nuclear Medicine, Xuanwu Hospital, Capital Medical University, Beijing, China; National Clinical Research Center for Geriatric Diseases, Beijing, China","Liu X.-L., Department of Neurology, Xuanwu Hospital, Capital Medical University, Beijing, China; Liu S.-Y., Department of Neurology, Xuanwu Hospital, Capital Medical University, Beijing, China, Chinese Institute for Brain Research (CIBR), Beijing, China; Qiao H.-W., Department of Radiology and Nuclear Medicine, Xuanwu Hospital, Capital Medical University, Beijing, China; Song T.-B., Department of Radiology and Nuclear Medicine, Xuanwu Hospital, Capital Medical University, Beijing, China; Lu J., Department of Radiology and Nuclear Medicine, Xuanwu Hospital, Capital Medical University, Beijing, China; Chan P., Department of Neurology, Xuanwu Hospital, Capital Medical University, Beijing, China, National Clinical Research Center for Geriatric Diseases, Beijing, China;",         <sup>18</sup>F-FP-DTBZ; diagnostic value; Parkinson's disease; positron emission tomography; VMAT2
1229,Xu J.; Liu H.;,Key Technologies and Advances of Dual-Tracer Positron Emission Tomography; [双示踪正电子发射断层成像的关键技术及进展],Guangxue Xuebao/Acta Optica Sinica,2022,"College of Optical Science and Engineering, Zhejiang University, Hangzhou, 310027, China","Xu J., College of Optical Science and Engineering, Zhejiang University, Hangzhou, 310027, China; Liu H., College of Optical Science and Engineering, Zhejiang University, Hangzhou, 310027, China;",Dual tracer; Imaging systems; Kinetic model; Machine learning; Positron emission tomography; Reconstruction
1230,Kurban A.; Huang Y.-F.; Geng J.-J.; Zong H.-S.;,Searching for strange quark matter objects among white dwarfs,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2022,"Xinjiang Astronomical Observatory, Chinese Academy of Sciences, Xinjiang, Urumqi, 830011, China; School of Astronomy and Space Science, Nanjing University, Jiangsu, Nanjing, 210023, China; Xinjiang Key Laboratory of Radio Astrophysics, Xinjiang, Urumqi, 830011, China; Key Laboratory of Modern Astronomy and Astrophysics (Nanjing University), Ministry of Education, Jiangsu, Nanjing, 210023, China; Purple Mountain Observatory, Chinese Academy of Sciences, Jiangsu, Nanjing, 210023, China; Department of Physics, Nanjing University, Jiangsu, Nanjing, 210093, China; Joint Center for Particle, Nuclear Physics and Cosmology, Nanjing University, Jiangsu, Nanjing, 210093, China; Nanjing Institute of Proton Source Technology, Jiangsu, Nanjing, 210046, China; Department of Physics, Anhui Normal University, Anhui, Wuhu, 241000, China","Kurban A., Xinjiang Astronomical Observatory, Chinese Academy of Sciences, Xinjiang, Urumqi, 830011, China, School of Astronomy and Space Science, Nanjing University, Jiangsu, Nanjing, 210023, China, Xinjiang Key Laboratory of Radio Astrophysics, Xinjiang, Urumqi, 830011, China; Huang Y.-F., School of Astronomy and Space Science, Nanjing University, Jiangsu, Nanjing, 210023, China, Key Laboratory of Modern Astronomy and Astrophysics (Nanjing University), Ministry of Education, Jiangsu, Nanjing, 210023, China; Geng J.-J., Purple Mountain Observatory, Chinese Academy of Sciences, Jiangsu, Nanjing, 210023, China; Zong H.-S., Department of Physics, Nanjing University, Jiangsu, Nanjing, 210093, China, Joint Center for Particle, Nuclear Physics and Cosmology, Nanjing University, Jiangsu, Nanjing, 210093, China, Nanjing Institute of Proton Source Technology, Jiangsu, Nanjing, 210046, China, Department of Physics, Anhui Normal University, Anhui, Wuhu, 241000, China;",Compact objects; Strange quark matter; Strange quark stars
1231,Li D.; Si F.; Zhao Y.; Zhou P.; Zhang Y.; Li X.; Yang C.;,Charm and beauty isolation from heavy flavor decay electrons in p+p and Pb+Pb collisions at sNN = 5.02 TeV at LHC,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",2022,"State Key Laboratory of Particle Detection and Electronics, University of Science and Technology of China, Hefei, 230026, China","Li D., State Key Laboratory of Particle Detection and Electronics, University of Science and Technology of China, Hefei, 230026, China; Si F., State Key Laboratory of Particle Detection and Electronics, University of Science and Technology of China, Hefei, 230026, China; Zhao Y., State Key Laboratory of Particle Detection and Electronics, University of Science and Technology of China, Hefei, 230026, China; Zhou P., State Key Laboratory of Particle Detection and Electronics, University of Science and Technology of China, Hefei, 230026, China; Zhang Y., State Key Laboratory of Particle Detection and Electronics, University of Science and Technology of China, Hefei, 230026, China; Li X., State Key Laboratory of Particle Detection and Electronics, University of Science and Technology of China, Hefei, 230026, China; Yang C., State Key Laboratory of Particle Detection and Electronics, University of Science and Technology of China, Hefei, 230026, China;",Beauty; Charm; Elliptic flow; Nuclear modification factor; Quark-gluon plasma; Semileptonic decay
1232,Jiang Z.-F.; Wu X.-Y.; Yu H.-Q.; Cao S.-S.; Zhang B.-W.;,The direct flow of charged particles and the global polarization of hyperons in 200 AGeV Au+Au collisions at RHIC; [RHIC 能区 Au+Au 碰撞中带电粒子直接流与超子整体极化的计算与分析],Wuli Xuebao/Acta Physica Sinica,2023,"College of Physics and Electronic Information Engineering, Hubei Engineering University, Xiaogan, 432000, China; Institute of Particle Physics, Key Laboratory of Quark and Lepton Physics (MOE), Central China Normal University, Wuhan, 430079, China; Institute of Frontier and Interdisciplinary Science, Shandong University, Qingdao, 266237, China","Jiang Z.-F., College of Physics and Electronic Information Engineering, Hubei Engineering University, Xiaogan, 432000, China, Institute of Particle Physics, Key Laboratory of Quark and Lepton Physics (MOE), Central China Normal University, Wuhan, 430079, China; Wu X.-Y., Institute of Particle Physics, Key Laboratory of Quark and Lepton Physics (MOE), Central China Normal University, Wuhan, 430079, China; Yu H.-Q., College of Physics and Electronic Information Engineering, Hubei Engineering University, Xiaogan, 432000, China; Cao S.-S., Institute of Frontier and Interdisciplinary Science, Shandong University, Qingdao, 266237, China; Zhang B.-W., Institute of Particle Physics, Key Laboratory of Quark and Lepton Physics (MOE), Central China Normal University, Wuhan, 430079, China;",directed flow; quark-gluon plasma; relativistic heavy ion collision; Λ/Λ̄ global polarization
